GEOLINEID,Legend_Description,GSC_SYMBOL
112019010266,"fault; detachment, extensional; defined; attitude overturned; not entered generation",4.02.11.001
112019010288,"fault; detachment, extensional; defined; attitude overturned; undefined generation",4.02.11.001
112019010301,"fault; detachment, extensional; defined; attitude upright, assumed from archival data; first generation",4.02.11.001
112019010302,"fault; detachment, extensional; defined; attitude upright, assumed from archival data; second generation",4.02.11.001
112019010303,"fault; detachment, extensional; defined; attitude upright, assumed from archival data; third generation",4.02.11.001
112019010304,"fault; detachment, extensional; defined; attitude upright, assumed from archival data; fourth generation",4.02.11.001
112019010310,"fault; detachment, extensional; defined; attitude upright, assumed from archival data; primary generation",4.02.11.001
112019010320,"fault; detachment, extensional; defined; attitude upright, assumed from archival data; multi-generation generation",4.02.11.001
112019010366,"fault; detachment, extensional; defined; attitude upright, assumed from archival data; not entered generation",4.02.11.001
112019010388,"fault; detachment, extensional; defined; attitude upright, assumed from archival data; undefined generation",4.02.11.001
112019016601,"fault; detachment, extensional; defined; attitude not entered; first generation",4.02.11.001
112019016602,"fault; detachment, extensional; defined; attitude not entered; second generation",4.02.11.001
112019016603,"fault; detachment, extensional; defined; attitude not entered; third generation",4.02.11.001
112019016604,"fault; detachment, extensional; defined; attitude not entered; fourth generation",4.02.11.001
112019016610,"fault; detachment, extensional; defined; attitude not entered; primary generation",4.02.11.001
112019016620,"fault; detachment, extensional; defined; attitude not entered; multi-generation generation",4.02.11.001
112019016666,"fault; detachment, extensional; defined; attitude not entered; not entered generation",4.02.11.001
112019016688,"fault; detachment, extensional; defined; attitude not entered; undefined generation",4.02.11.001
112019017701,"fault; detachment, extensional; defined; attitude unknown; first generation",4.02.11.001
112019017702,"fault; detachment, extensional; defined; attitude unknown; second generation",4.02.11.001
112019017703,"fault; detachment, extensional; defined; attitude unknown; third generation",4.02.11.001
112019017704,"fault; detachment, extensional; defined; attitude unknown; fourth generation",4.02.11.001
112019017710,"fault; detachment, extensional; defined; attitude unknown; primary generation",4.02.11.001
112019017720,"fault; detachment, extensional; defined; attitude unknown; multi-generation generation",4.02.11.001
112019017766,"fault; detachment, extensional; defined; attitude unknown; not entered generation",4.02.11.001
112019017788,"fault; detachment, extensional; defined; attitude unknown; undefined generation",4.02.11.001
112019020101,"fault; detachment, extensional; approximate; attitude upright; first generation",4.02.11.002
112019020102,"fault; detachment, extensional; approximate; attitude upright; second generation",4.02.11.002
112019020103,"fault; detachment, extensional; approximate; attitude upright; third generation",4.02.11.002
112019020104,"fault; detachment, extensional; approximate; attitude upright; fourth generation",4.02.11.002
112019020110,"fault; detachment, extensional; approximate; attitude upright; primary generation",4.02.11.002
112019020120,"fault; detachment, extensional; approximate; attitude upright; multi-generation generation",4.02.11.002
112019020166,"fault; detachment, extensional; approximate; attitude upright; not entered generation",4.02.11.002
112019020188,"fault; detachment, extensional; approximate; attitude upright; undefined generation",4.02.11.002
112019020201,"fault; detachment, extensional; approximate; attitude overturned; first generation",4.02.11.002
112019020202,"fault; detachment, extensional; approximate; attitude overturned; second generation",4.02.11.002
112019020203,"fault; detachment, extensional; approximate; attitude overturned; third generation",4.02.11.002
112019020204,"fault; detachment, extensional; approximate; attitude overturned; fourth generation",4.02.11.002
112019020210,"fault; detachment, extensional; approximate; attitude overturned; primary generation",4.02.11.002
112019020220,"fault; detachment, extensional; approximate; attitude overturned; multi-generation generation",4.02.11.002
112019020266,"fault; detachment, extensional; approximate; attitude overturned; not entered generation",4.02.11.002
112019020288,"fault; detachment, extensional; approximate; attitude overturned; undefined generation",4.02.11.002
112019020301,"fault; detachment, extensional; approximate; attitude upright, assumed from archival data; first generation",4.02.11.002
112019020302,"fault; detachment, extensional; approximate; attitude upright, assumed from archival data; second generation",4.02.11.002
112019020303,"fault; detachment, extensional; approximate; attitude upright, assumed from archival data; third generation",4.02.11.002
112019020304,"fault; detachment, extensional; approximate; attitude upright, assumed from archival data; fourth generation",4.02.11.002
112019020310,"fault; detachment, extensional; approximate; attitude upright, assumed from archival data; primary generation",4.02.11.002
112019020320,"fault; detachment, extensional; approximate; attitude upright, assumed from archival data; multi-generation generation",4.02.11.002
112019020366,"fault; detachment, extensional; approximate; attitude upright, assumed from archival data; not entered generation",4.02.11.002
112019020388,"fault; detachment, extensional; approximate; attitude upright, assumed from archival data; undefined generation",4.02.11.002
112019026601,"fault; detachment, extensional; approximate; attitude not entered; first generation",4.02.11.002
112019026602,"fault; detachment, extensional; approximate; attitude not entered; second generation",4.02.11.002
112019026603,"fault; detachment, extensional; approximate; attitude not entered; third generation",4.02.11.002
112019026604,"fault; detachment, extensional; approximate; attitude not entered; fourth generation",4.02.11.002
112019026610,"fault; detachment, extensional; approximate; attitude not entered; primary generation",4.02.11.002
112019026620,"fault; detachment, extensional; approximate; attitude not entered; multi-generation generation",4.02.11.002
112019026666,"fault; detachment, extensional; approximate; attitude not entered; not entered generation",4.02.11.002
112019026688,"fault; detachment, extensional; approximate; attitude not entered; undefined generation",4.02.11.002
112019027701,"fault; detachment, extensional; approximate; attitude unknown; first generation",4.02.11.002
112019027702,"fault; detachment, extensional; approximate; attitude unknown; second generation",4.02.11.002
112019027703,"fault; detachment, extensional; approximate; attitude unknown; third generation",4.02.11.002
112019027704,"fault; detachment, extensional; approximate; attitude unknown; fourth generation",4.02.11.002
112019027710,"fault; detachment, extensional; approximate; attitude unknown; primary generation",4.02.11.002
112019027720,"fault; detachment, extensional; approximate; attitude unknown; multi-generation generation",4.02.11.002
112019027766,"fault; detachment, extensional; approximate; attitude unknown; not entered generation",4.02.11.002
112019027788,"fault; detachment, extensional; approximate; attitude unknown; undefined generation",4.02.11.002
112019030101,"fault; detachment, extensional; inferred; attitude upright; first generation",4.02.11.003
112019030102,"fault; detachment, extensional; inferred; attitude upright; second generation",4.02.11.003
112019030103,"fault; detachment, extensional; inferred; attitude upright; third generation",4.02.11.003
112019030104,"fault; detachment, extensional; inferred; attitude upright; fourth generation",4.02.11.003
112019030110,"fault; detachment, extensional; inferred; attitude upright; primary generation",4.02.11.003
112019030120,"fault; detachment, extensional; inferred; attitude upright; multi-generation generation",4.02.11.003
112019030166,"fault; detachment, extensional; inferred; attitude upright; not entered generation",4.02.11.003
112019030188,"fault; detachment, extensional; inferred; attitude upright; undefined generation",4.02.11.003
112019030201,"fault; detachment, extensional; inferred; attitude overturned; first generation",4.02.11.003
112019030202,"fault; detachment, extensional; inferred; attitude overturned; second generation",4.02.11.003
112019030203,"fault; detachment, extensional; inferred; attitude overturned; third generation",4.02.11.003
