GEOPOINTID,Legend_Description,GSC_SYMBOL
1105904016604,"planar; shear band, vertical dip-slip; vertical; first; not entered; calculated from data",4.14.30.002
1105904016605,"planar; shear band, vertical dip-slip; vertical; first; not entered; calculated from imagery",4.14.30.002
1105904016606,"planar; shear band, vertical dip-slip; vertical; first; not entered; acquired from historical data",4.14.30.001
1105904016666,"planar; shear band, vertical dip-slip; vertical; first; not entered; not entered",4.14.30.002
1105904019901,"planar; shear band, vertical dip-slip; vertical; first; not applicable; measured at station",4.14.30.001
1105904019902,"planar; shear band, vertical dip-slip; vertical; first; not applicable; estimated at station",4.14.30.002
1105904019903,"planar; shear band, vertical dip-slip; vertical; first; not applicable; estimated remotely",4.14.30.002
1105904019904,"planar; shear band, vertical dip-slip; vertical; first; not applicable; calculated from data",4.14.30.002
1105904019905,"planar; shear band, vertical dip-slip; vertical; first; not applicable; calculated from imagery",4.14.30.002
1105904019906,"planar; shear band, vertical dip-slip; vertical; first; not applicable; acquired from historical data",4.14.30.001
1105904019966,"planar; shear band, vertical dip-slip; vertical; first; not applicable; not entered",4.14.30.002
1105904026601,"planar; shear band, vertical dip-slip; vertical; second; not entered; measured at station",4.14.30.001
1105904026602,"planar; shear band, vertical dip-slip; vertical; second; not entered; estimated at station",4.14.30.002
1105904026603,"planar; shear band, vertical dip-slip; vertical; second; not entered; estimated remotely",4.14.30.002
1105904026604,"planar; shear band, vertical dip-slip; vertical; second; not entered; calculated from data",4.14.30.002
1105904026605,"planar; shear band, vertical dip-slip; vertical; second; not entered; calculated from imagery",4.14.30.002
1105904026606,"planar; shear band, vertical dip-slip; vertical; second; not entered; acquired from historical data",4.14.30.001
1105904026666,"planar; shear band, vertical dip-slip; vertical; second; not entered; not entered",4.14.30.002
1105904029901,"planar; shear band, vertical dip-slip; vertical; second; not applicable; measured at station",4.14.30.001
1105904029902,"planar; shear band, vertical dip-slip; vertical; second; not applicable; estimated at station",4.14.30.002
1105904029903,"planar; shear band, vertical dip-slip; vertical; second; not applicable; estimated remotely",4.14.30.002
1105904029904,"planar; shear band, vertical dip-slip; vertical; second; not applicable; calculated from data",4.14.30.002
1105904029905,"planar; shear band, vertical dip-slip; vertical; second; not applicable; calculated from imagery",4.14.30.002
1105904029906,"planar; shear band, vertical dip-slip; vertical; second; not applicable; acquired from historical data",4.14.30.001
1105904029966,"planar; shear band, vertical dip-slip; vertical; second; not applicable; not entered",4.14.30.002
1105904036601,"planar; shear band, vertical dip-slip; vertical; third; not entered; measured at station",4.14.30.001
1105904036602,"planar; shear band, vertical dip-slip; vertical; third; not entered; estimated at station",4.14.30.002
1105904036603,"planar; shear band, vertical dip-slip; vertical; third; not entered; estimated remotely",4.14.30.002
1105904036604,"planar; shear band, vertical dip-slip; vertical; third; not entered; calculated from data",4.14.30.002
1105904036605,"planar; shear band, vertical dip-slip; vertical; third; not entered; calculated from imagery",4.14.30.002
1105904036606,"planar; shear band, vertical dip-slip; vertical; third; not entered; acquired from historical data",4.14.30.001
1105904036666,"planar; shear band, vertical dip-slip; vertical; third; not entered; not entered",4.14.30.002
1105904039901,"planar; shear band, vertical dip-slip; vertical; third; not applicable; measured at station",4.14.30.001
1105904039902,"planar; shear band, vertical dip-slip; vertical; third; not applicable; estimated at station",4.14.30.002
1105904039903,"planar; shear band, vertical dip-slip; vertical; third; not applicable; estimated remotely",4.14.30.002
1105904039904,"planar; shear band, vertical dip-slip; vertical; third; not applicable; calculated from data",4.14.30.002
1105904039905,"planar; shear band, vertical dip-slip; vertical; third; not applicable; calculated from imagery",4.14.30.002
1105904039906,"planar; shear band, vertical dip-slip; vertical; third; not applicable; acquired from historical data",4.14.30.001
1105904039966,"planar; shear band, vertical dip-slip; vertical; third; not applicable; not entered",4.14.30.002
1105904046601,"planar; shear band, vertical dip-slip; vertical; fourth; not entered; measured at station",4.14.30.001
1105904046602,"planar; shear band, vertical dip-slip; vertical; fourth; not entered; estimated at station",4.14.30.002
1105904046603,"planar; shear band, vertical dip-slip; vertical; fourth; not entered; estimated remotely",4.14.30.002
1105904046604,"planar; shear band, vertical dip-slip; vertical; fourth; not entered; calculated from data",4.14.30.002
1105904046605,"planar; shear band, vertical dip-slip; vertical; fourth; not entered; calculated from imagery",4.14.30.002
1105904046606,"planar; shear band, vertical dip-slip; vertical; fourth; not entered; acquired from historical data",4.14.30.001
1105904046666,"planar; shear band, vertical dip-slip; vertical; fourth; not entered; not entered",4.14.30.002
1105904049901,"planar; shear band, vertical dip-slip; vertical; fourth; not applicable; measured at station",4.14.30.001
1105904049902,"planar; shear band, vertical dip-slip; vertical; fourth; not applicable; estimated at station",4.14.30.002
1105904049903,"planar; shear band, vertical dip-slip; vertical; fourth; not applicable; estimated remotely",4.14.30.002
1105904049904,"planar; shear band, vertical dip-slip; vertical; fourth; not applicable; calculated from data",4.14.30.002
1105904049905,"planar; shear band, vertical dip-slip; vertical; fourth; not applicable; calculated from imagery",4.14.30.002
1105904049906,"planar; shear band, vertical dip-slip; vertical; fourth; not applicable; acquired from historical data",4.14.30.001
1105904049966,"planar; shear band, vertical dip-slip; vertical; fourth; not applicable; not entered",4.14.30.002
1105904056601,"planar; shear band, vertical dip-slip; vertical; fifth; not entered; measured at station",4.14.30.001
1105904056602,"planar; shear band, vertical dip-slip; vertical; fifth; not entered; estimated at station",4.14.30.002
1105904056603,"planar; shear band, vertical dip-slip; vertical; fifth; not entered; estimated remotely",4.14.30.002
1105904056604,"planar; shear band, vertical dip-slip; vertical; fifth; not entered; calculated from data",4.14.30.002
1105904056605,"planar; shear band, vertical dip-slip; vertical; fifth; not entered; calculated from imagery",4.14.30.002
1105904056606,"planar; shear band, vertical dip-slip; vertical; fifth; not entered; acquired from historical data",4.14.30.001
1105904056666,"planar; shear band, vertical dip-slip; vertical; fifth; not entered; not entered",4.14.30.002
1105904059901,"planar; shear band, vertical dip-slip; vertical; fifth; not applicable; measured at station",4.14.30.001
1105904059902,"planar; shear band, vertical dip-slip; vertical; fifth; not applicable; estimated at station",4.14.30.002
1105904059903,"planar; shear band, vertical dip-slip; vertical; fifth; not applicable; estimated remotely",4.14.30.002
1105904059904,"planar; shear band, vertical dip-slip; vertical; fifth; not applicable; calculated from data",4.14.30.002
1105904059905,"planar; shear band, vertical dip-slip; vertical; fifth; not applicable; calculated from imagery",4.14.30.002
1105904059906,"planar; shear band, vertical dip-slip; vertical; fifth; not applicable; acquired from historical data",4.14.30.001
1105904059966,"planar; shear band, vertical dip-slip; vertical; fifth; not applicable; not entered",4.14.30.002
1105904106601,"planar; shear band, vertical dip-slip; vertical; primary; not entered; measured at station",4.14.30.001
1105904106602,"planar; shear band, vertical dip-slip; vertical; primary; not entered; estimated at station",4.14.30.002
1105904106603,"planar; shear band, vertical dip-slip; vertical; primary; not entered; estimated remotely",4.14.30.002
1105904106604,"planar; shear band, vertical dip-slip; vertical; primary; not entered; calculated from data",4.14.30.002
1105904106605,"planar; shear band, vertical dip-slip; vertical; primary; not entered; calculated from imagery",4.14.30.002
1105904106606,"planar; shear band, vertical dip-slip; vertical; primary; not entered; acquired from historical data",4.14.30.001
1105904106666,"planar; shear band, vertical dip-slip; vertical; primary; not entered; not entered",4.14.30.002
1105904109901,"planar; shear band, vertical dip-slip; vertical; primary; not applicable; measured at station",4.14.30.001
1105904109902,"planar; shear band, vertical dip-slip; vertical; primary; not applicable; estimated at station",4.14.30.002
1105904109903,"planar; shear band, vertical dip-slip; vertical; primary; not applicable; estimated remotely",4.14.30.002
1105904109904,"planar; shear band, vertical dip-slip; vertical; primary; not applicable; calculated from data",4.14.30.002
1105904109905,"planar; shear band, vertical dip-slip; vertical; primary; not applicable; calculated from imagery",4.14.30.002
1105904109906,"planar; shear band, vertical dip-slip; vertical; primary; not applicable; acquired from historical data",4.14.30.001
1105904109966,"planar; shear band, vertical dip-slip; vertical; primary; not applicable; not entered",4.14.30.002
1105904116601,"planar; shear band, vertical dip-slip; vertical; multi-generation; not entered; measured at station",4.14.30.001
1105904116602,"planar; shear band, vertical dip-slip; vertical; multi-generation; not entered; estimated at station",4.14.30.002
1105904116603,"planar; shear band, vertical dip-slip; vertical; multi-generation; not entered; estimated remotely",4.14.30.002
1105904116604,"planar; shear band, vertical dip-slip; vertical; multi-generation; not entered; calculated from data",4.14.30.002
1105904116605,"planar; shear band, vertical dip-slip; vertical; multi-generation; not entered; calculated from imagery",4.14.30.002
1105904116606,"planar; shear band, vertical dip-slip; vertical; multi-generation; not entered; acquired from historical data",4.14.30.001
1105904116666,"planar; shear band, vertical dip-slip; vertical; multi-generation; not entered; not entered",4.14.30.002
1105904119901,"planar; shear band, vertical dip-slip; vertical; multi-generation; not applicable; measured at station",4.14.30.001
1105904119902,"planar; shear band, vertical dip-slip; vertical; multi-generation; not applicable; estimated at station",4.14.30.002
1105904119903,"planar; shear band, vertical dip-slip; vertical; multi-generation; not applicable; estimated remotely",4.14.30.002
1105904119904,"planar; shear band, vertical dip-slip; vertical; multi-generation; not applicable; calculated from data",4.14.30.002
1105904119905,"planar; shear band, vertical dip-slip; vertical; multi-generation; not applicable; calculated from imagery",4.14.30.002
1105904119906,"planar; shear band, vertical dip-slip; vertical; multi-generation; not applicable; acquired from historical data",4.14.30.001
1105904119966,"planar; shear band, vertical dip-slip; vertical; multi-generation; not applicable; not entered",4.14.30.002
1105904666601,"planar; shear band, vertical dip-slip; vertical; not entered; not entered; measured at station",4.14.30.001
1105904666602,"planar; shear band, vertical dip-slip; vertical; not entered; not entered; estimated at station",4.14.30.002
1105904666603,"planar; shear band, vertical dip-slip; vertical; not entered; not entered; estimated remotely",4.14.30.002
1105904666604,"planar; shear band, vertical dip-slip; vertical; not entered; not entered; calculated from data",4.14.30.002
1105904666605,"planar; shear band, vertical dip-slip; vertical; not entered; not entered; calculated from imagery",4.14.30.002
1105904666606,"planar; shear band, vertical dip-slip; vertical; not entered; not entered; acquired from historical data",4.14.30.001
1105904666666,"planar; shear band, vertical dip-slip; vertical; not entered; not entered; not entered",4.14.30.002
1105904669901,"planar; shear band, vertical dip-slip; vertical; not entered; not applicable; measured at station",4.14.30.001
1105904669902,"planar; shear band, vertical dip-slip; vertical; not entered; not applicable; estimated at station",4.14.30.002
1105904669903,"planar; shear band, vertical dip-slip; vertical; not entered; not applicable; estimated remotely",4.14.30.002
1105904669904,"planar; shear band, vertical dip-slip; vertical; not entered; not applicable; calculated from data",4.14.30.002
1105904669905,"planar; shear band, vertical dip-slip; vertical; not entered; not applicable; calculated from imagery",4.14.30.002
1105904669906,"planar; shear band, vertical dip-slip; vertical; not entered; not applicable; acquired from historical data",4.14.30.001
1105904669966,"planar; shear band, vertical dip-slip; vertical; not entered; not applicable; not entered",4.14.30.002
1105904886601,"planar; shear band, vertical dip-slip; vertical; undefined; not entered; measured at station",4.14.30.001
1105904886602,"planar; shear band, vertical dip-slip; vertical; undefined; not entered; estimated at station",4.14.30.002
1105904886603,"planar; shear band, vertical dip-slip; vertical; undefined; not entered; estimated remotely",4.14.30.002
1105904886604,"planar; shear band, vertical dip-slip; vertical; undefined; not entered; calculated from data",4.14.30.002
1105904886605,"planar; shear band, vertical dip-slip; vertical; undefined; not entered; calculated from imagery",4.14.30.002
1105904886606,"planar; shear band, vertical dip-slip; vertical; undefined; not entered; acquired from historical data",4.14.30.001
1105904886666,"planar; shear band, vertical dip-slip; vertical; undefined; not entered; not entered",4.14.30.002
1105904889901,"planar; shear band, vertical dip-slip; vertical; undefined; not applicable; measured at station",4.14.30.001
1105904889902,"planar; shear band, vertical dip-slip; vertical; undefined; not applicable; estimated at station",4.14.30.002
1105904889903,"planar; shear band, vertical dip-slip; vertical; undefined; not applicable; estimated remotely",4.14.30.002
1105904889904,"planar; shear band, vertical dip-slip; vertical; undefined; not applicable; calculated from data",4.14.30.002
1105904889905,"planar; shear band, vertical dip-slip; vertical; undefined; not applicable; calculated from imagery",4.14.30.002
1105904889906,"planar; shear band, vertical dip-slip; vertical; undefined; not applicable; acquired from historical data",4.14.30.001
1105904889966,"planar; shear band, vertical dip-slip; vertical; undefined; not applicable; not entered",4.14.30.002
1105966016601,"planar; shear band, vertical dip-slip; not entered; first; not entered; measured at station",4.14.30.001
1105966016602,"planar; shear band, vertical dip-slip; not entered; first; not entered; estimated at station",4.14.30.002
1105966016603,"planar; shear band, vertical dip-slip; not entered; first; not entered; estimated remotely",4.14.30.002
1105966016604,"planar; shear band, vertical dip-slip; not entered; first; not entered; calculated from data",4.14.30.002
1105966016605,"planar; shear band, vertical dip-slip; not entered; first; not entered; calculated from imagery",4.14.30.002
1105966016606,"planar; shear band, vertical dip-slip; not entered; first; not entered; acquired from historical data",4.14.30.001
1105966016666,"planar; shear band, vertical dip-slip; not entered; first; not entered; not entered",4.14.30.002
1105966019901,"planar; shear band, vertical dip-slip; not entered; first; not applicable; measured at station",4.14.30.001
1105966019902,"planar; shear band, vertical dip-slip; not entered; first; not applicable; estimated at station",4.14.30.002
1105966019903,"planar; shear band, vertical dip-slip; not entered; first; not applicable; estimated remotely",4.14.30.002
1105966019904,"planar; shear band, vertical dip-slip; not entered; first; not applicable; calculated from data",4.14.30.002
1105966019905,"planar; shear band, vertical dip-slip; not entered; first; not applicable; calculated from imagery",4.14.30.002
1105966019906,"planar; shear band, vertical dip-slip; not entered; first; not applicable; acquired from historical data",4.14.30.001
1105966019966,"planar; shear band, vertical dip-slip; not entered; first; not applicable; not entered",4.14.30.002
1105966026601,"planar; shear band, vertical dip-slip; not entered; second; not entered; measured at station",4.14.30.001
1105966026602,"planar; shear band, vertical dip-slip; not entered; second; not entered; estimated at station",4.14.30.002
1105966026603,"planar; shear band, vertical dip-slip; not entered; second; not entered; estimated remotely",4.14.30.002
1105966026604,"planar; shear band, vertical dip-slip; not entered; second; not entered; calculated from data",4.14.30.002
1105966026605,"planar; shear band, vertical dip-slip; not entered; second; not entered; calculated from imagery",4.14.30.002
1105966026606,"planar; shear band, vertical dip-slip; not entered; second; not entered; acquired from historical data",4.14.30.001
1105966026666,"planar; shear band, vertical dip-slip; not entered; second; not entered; not entered",4.14.30.002
1105966029901,"planar; shear band, vertical dip-slip; not entered; second; not applicable; measured at station",4.14.30.001
1105966029902,"planar; shear band, vertical dip-slip; not entered; second; not applicable; estimated at station",4.14.30.002
1105966029903,"planar; shear band, vertical dip-slip; not entered; second; not applicable; estimated remotely",4.14.30.002
1105966029904,"planar; shear band, vertical dip-slip; not entered; second; not applicable; calculated from data",4.14.30.002
1105966029905,"planar; shear band, vertical dip-slip; not entered; second; not applicable; calculated from imagery",4.14.30.002
1105966029906,"planar; shear band, vertical dip-slip; not entered; second; not applicable; acquired from historical data",4.14.30.001
1105966029966,"planar; shear band, vertical dip-slip; not entered; second; not applicable; not entered",4.14.30.002
1105966036601,"planar; shear band, vertical dip-slip; not entered; third; not entered; measured at station",4.14.30.001
1105966036602,"planar; shear band, vertical dip-slip; not entered; third; not entered; estimated at station",4.14.30.002
1105966036603,"planar; shear band, vertical dip-slip; not entered; third; not entered; estimated remotely",4.14.30.002
1105966036604,"planar; shear band, vertical dip-slip; not entered; third; not entered; calculated from data",4.14.30.002
1105966036605,"planar; shear band, vertical dip-slip; not entered; third; not entered; calculated from imagery",4.14.30.002
1105966036606,"planar; shear band, vertical dip-slip; not entered; third; not entered; acquired from historical data",4.14.30.001
1105966036666,"planar; shear band, vertical dip-slip; not entered; third; not entered; not entered",4.14.30.002
1105966039901,"planar; shear band, vertical dip-slip; not entered; third; not applicable; measured at station",4.14.30.001
1105966039902,"planar; shear band, vertical dip-slip; not entered; third; not applicable; estimated at station",4.14.30.002
1105966039903,"planar; shear band, vertical dip-slip; not entered; third; not applicable; estimated remotely",4.14.30.002
1105966039904,"planar; shear band, vertical dip-slip; not entered; third; not applicable; calculated from data",4.14.30.002
1105966039905,"planar; shear band, vertical dip-slip; not entered; third; not applicable; calculated from imagery",4.14.30.002
1105966039906,"planar; shear band, vertical dip-slip; not entered; third; not applicable; acquired from historical data",4.14.30.001
1105966039966,"planar; shear band, vertical dip-slip; not entered; third; not applicable; not entered",4.14.30.002
1105966046601,"planar; shear band, vertical dip-slip; not entered; fourth; not entered; measured at station",4.14.30.001
1105966046602,"planar; shear band, vertical dip-slip; not entered; fourth; not entered; estimated at station",4.14.30.002
1105966046603,"planar; shear band, vertical dip-slip; not entered; fourth; not entered; estimated remotely",4.14.30.002
1105966046604,"planar; shear band, vertical dip-slip; not entered; fourth; not entered; calculated from data",4.14.30.002
1105966046605,"planar; shear band, vertical dip-slip; not entered; fourth; not entered; calculated from imagery",4.14.30.002
1105966046606,"planar; shear band, vertical dip-slip; not entered; fourth; not entered; acquired from historical data",4.14.30.001
1105966046666,"planar; shear band, vertical dip-slip; not entered; fourth; not entered; not entered",4.14.30.002
1105966049901,"planar; shear band, vertical dip-slip; not entered; fourth; not applicable; measured at station",4.14.30.001
1105966049902,"planar; shear band, vertical dip-slip; not entered; fourth; not applicable; estimated at station",4.14.30.002
1105966049903,"planar; shear band, vertical dip-slip; not entered; fourth; not applicable; estimated remotely",4.14.30.002
1105966049904,"planar; shear band, vertical dip-slip; not entered; fourth; not applicable; calculated from data",4.14.30.002
1105966049905,"planar; shear band, vertical dip-slip; not entered; fourth; not applicable; calculated from imagery",4.14.30.002
1105966049906,"planar; shear band, vertical dip-slip; not entered; fourth; not applicable; acquired from historical data",4.14.30.001
1105966049966,"planar; shear band, vertical dip-slip; not entered; fourth; not applicable; not entered",4.14.30.002
1105966056601,"planar; shear band, vertical dip-slip; not entered; fifth; not entered; measured at station",4.14.30.001
1105966056602,"planar; shear band, vertical dip-slip; not entered; fifth; not entered; estimated at station",4.14.30.002
1105966056603,"planar; shear band, vertical dip-slip; not entered; fifth; not entered; estimated remotely",4.14.30.002
1105966056604,"planar; shear band, vertical dip-slip; not entered; fifth; not entered; calculated from data",4.14.30.002
1105966056605,"planar; shear band, vertical dip-slip; not entered; fifth; not entered; calculated from imagery",4.14.30.002
1105966056606,"planar; shear band, vertical dip-slip; not entered; fifth; not entered; acquired from historical data",4.14.30.001
1105966056666,"planar; shear band, vertical dip-slip; not entered; fifth; not entered; not entered",4.14.30.002
1105966059901,"planar; shear band, vertical dip-slip; not entered; fifth; not applicable; measured at station",4.14.30.001
1105966059902,"planar; shear band, vertical dip-slip; not entered; fifth; not applicable; estimated at station",4.14.30.002
1105966059903,"planar; shear band, vertical dip-slip; not entered; fifth; not applicable; estimated remotely",4.14.30.002
1105966059904,"planar; shear band, vertical dip-slip; not entered; fifth; not applicable; calculated from data",4.14.30.002
1105966059905,"planar; shear band, vertical dip-slip; not entered; fifth; not applicable; calculated from imagery",4.14.30.002
1105966059906,"planar; shear band, vertical dip-slip; not entered; fifth; not applicable; acquired from historical data",4.14.30.001
1105966059966,"planar; shear band, vertical dip-slip; not entered; fifth; not applicable; not entered",4.14.30.002
1105966106601,"planar; shear band, vertical dip-slip; not entered; primary; not entered; measured at station",4.14.30.001
1105966106602,"planar; shear band, vertical dip-slip; not entered; primary; not entered; estimated at station",4.14.30.002
1105966106603,"planar; shear band, vertical dip-slip; not entered; primary; not entered; estimated remotely",4.14.30.002
1105966106604,"planar; shear band, vertical dip-slip; not entered; primary; not entered; calculated from data",4.14.30.002
1105966106605,"planar; shear band, vertical dip-slip; not entered; primary; not entered; calculated from imagery",4.14.30.002
1105966106606,"planar; shear band, vertical dip-slip; not entered; primary; not entered; acquired from historical data",4.14.30.001
1105966106666,"planar; shear band, vertical dip-slip; not entered; primary; not entered; not entered",4.14.30.002
1105966109901,"planar; shear band, vertical dip-slip; not entered; primary; not applicable; measured at station",4.14.30.001
1105966109902,"planar; shear band, vertical dip-slip; not entered; primary; not applicable; estimated at station",4.14.30.002
1105966109903,"planar; shear band, vertical dip-slip; not entered; primary; not applicable; estimated remotely",4.14.30.002
1105966109904,"planar; shear band, vertical dip-slip; not entered; primary; not applicable; calculated from data",4.14.30.002
1105966109905,"planar; shear band, vertical dip-slip; not entered; primary; not applicable; calculated from imagery",4.14.30.002
1105966109906,"planar; shear band, vertical dip-slip; not entered; primary; not applicable; acquired from historical data",4.14.30.001
1105966109966,"planar; shear band, vertical dip-slip; not entered; primary; not applicable; not entered",4.14.30.002
1105966116601,"planar; shear band, vertical dip-slip; not entered; multi-generation; not entered; measured at station",4.14.30.001
1105966116602,"planar; shear band, vertical dip-slip; not entered; multi-generation; not entered; estimated at station",4.14.30.002
1105966116603,"planar; shear band, vertical dip-slip; not entered; multi-generation; not entered; estimated remotely",4.14.30.002
1105966116604,"planar; shear band, vertical dip-slip; not entered; multi-generation; not entered; calculated from data",4.14.30.002
1105966116605,"planar; shear band, vertical dip-slip; not entered; multi-generation; not entered; calculated from imagery",4.14.30.002
1105966116606,"planar; shear band, vertical dip-slip; not entered; multi-generation; not entered; acquired from historical data",4.14.30.001
1105966116666,"planar; shear band, vertical dip-slip; not entered; multi-generation; not entered; not entered",4.14.30.002
1105966119901,"planar; shear band, vertical dip-slip; not entered; multi-generation; not applicable; measured at station",4.14.30.001
1105966119902,"planar; shear band, vertical dip-slip; not entered; multi-generation; not applicable; estimated at station",4.14.30.002
1105966119903,"planar; shear band, vertical dip-slip; not entered; multi-generation; not applicable; estimated remotely",4.14.30.002
1105966119904,"planar; shear band, vertical dip-slip; not entered; multi-generation; not applicable; calculated from data",4.14.30.002
1105966119905,"planar; shear band, vertical dip-slip; not entered; multi-generation; not applicable; calculated from imagery",4.14.30.002
1105966119906,"planar; shear band, vertical dip-slip; not entered; multi-generation; not applicable; acquired from historical data",4.14.30.001
1105966119966,"planar; shear band, vertical dip-slip; not entered; multi-generation; not applicable; not entered",4.14.30.002
1105966666601,"planar; shear band, vertical dip-slip; not entered; not entered; not entered; measured at station",4.14.30.001
1105966666602,"planar; shear band, vertical dip-slip; not entered; not entered; not entered; estimated at station",4.14.30.002
1105966666603,"planar; shear band, vertical dip-slip; not entered; not entered; not entered; estimated remotely",4.14.30.002
1105966666604,"planar; shear band, vertical dip-slip; not entered; not entered; not entered; calculated from data",4.14.30.002
1105966666605,"planar; shear band, vertical dip-slip; not entered; not entered; not entered; calculated from imagery",4.14.30.002
1105966666606,"planar; shear band, vertical dip-slip; not entered; not entered; not entered; acquired from historical data",4.14.30.001
1105966666666,"planar; shear band, vertical dip-slip; not entered; not entered; not entered; not entered",4.14.30.002
1105966669901,"planar; shear band, vertical dip-slip; not entered; not entered; not applicable; measured at station",4.14.30.001
1105966669902,"planar; shear band, vertical dip-slip; not entered; not entered; not applicable; estimated at station",4.14.30.002
1105966669903,"planar; shear band, vertical dip-slip; not entered; not entered; not applicable; estimated remotely",4.14.30.002
1105966669904,"planar; shear band, vertical dip-slip; not entered; not entered; not applicable; calculated from data",4.14.30.002
1105966669905,"planar; shear band, vertical dip-slip; not entered; not entered; not applicable; calculated from imagery",4.14.30.002
1105966669906,"planar; shear band, vertical dip-slip; not entered; not entered; not applicable; acquired from historical data",4.14.30.001
1105966669966,"planar; shear band, vertical dip-slip; not entered; not entered; not applicable; not entered",4.14.30.002
1105966886601,"planar; shear band, vertical dip-slip; not entered; undefined; not entered; measured at station",4.14.30.001
1105966886602,"planar; shear band, vertical dip-slip; not entered; undefined; not entered; estimated at station",4.14.30.002
1105966886603,"planar; shear band, vertical dip-slip; not entered; undefined; not entered; estimated remotely",4.14.30.002
1105966886604,"planar; shear band, vertical dip-slip; not entered; undefined; not entered; calculated from data",4.14.30.002
1105966886605,"planar; shear band, vertical dip-slip; not entered; undefined; not entered; calculated from imagery",4.14.30.002
1105966886606,"planar; shear band, vertical dip-slip; not entered; undefined; not entered; acquired from historical data",4.14.30.001
1105966886666,"planar; shear band, vertical dip-slip; not entered; undefined; not entered; not entered",4.14.30.002
1105966889901,"planar; shear band, vertical dip-slip; not entered; undefined; not applicable; measured at station",4.14.30.001
1105966889902,"planar; shear band, vertical dip-slip; not entered; undefined; not applicable; estimated at station",4.14.30.002
1105966889903,"planar; shear band, vertical dip-slip; not entered; undefined; not applicable; estimated remotely",4.14.30.002
1105966889904,"planar; shear band, vertical dip-slip; not entered; undefined; not applicable; calculated from data",4.14.30.002
1105966889905,"planar; shear band, vertical dip-slip; not entered; undefined; not applicable; calculated from imagery",4.14.30.002
1105966889906,"planar; shear band, vertical dip-slip; not entered; undefined; not applicable; acquired from historical data",4.14.30.001
1105966889966,"planar; shear band, vertical dip-slip; not entered; undefined; not applicable; not entered",4.14.30.002
1106005016601,"planar; shear zone, horizontal; horizontal; first; not entered; measured at station",4.14.29.001
1106005016602,"planar; shear zone, horizontal; horizontal; first; not entered; estimated at station",4.14.29.002
1106005016603,"planar; shear zone, horizontal; horizontal; first; not entered; estimated remotely",4.14.29.002
1106005016604,"planar; shear zone, horizontal; horizontal; first; not entered; calculated from data",4.14.29.002
1106005016605,"planar; shear zone, horizontal; horizontal; first; not entered; calculated from imagery",4.14.29.002
1106005016606,"planar; shear zone, horizontal; horizontal; first; not entered; acquired from historical data",4.14.29.001
1106005016666,"planar; shear zone, horizontal; horizontal; first; not entered; not entered",4.14.29.002
1106005019901,"planar; shear zone, horizontal; horizontal; first; not applicable; measured at station",4.14.29.001
1106005019902,"planar; shear zone, horizontal; horizontal; first; not applicable; estimated at station",4.14.29.002
1106005019903,"planar; shear zone, horizontal; horizontal; first; not applicable; estimated remotely",4.14.29.002
1106005019904,"planar; shear zone, horizontal; horizontal; first; not applicable; calculated from data",4.14.29.002
1106005019905,"planar; shear zone, horizontal; horizontal; first; not applicable; calculated from imagery",4.14.29.002
1106005019906,"planar; shear zone, horizontal; horizontal; first; not applicable; acquired from historical data",4.14.29.001
1106005019966,"planar; shear zone, horizontal; horizontal; first; not applicable; not entered",4.14.29.002
1106005026601,"planar; shear zone, horizontal; horizontal; second; not entered; measured at station",4.14.29.001
1106005026602,"planar; shear zone, horizontal; horizontal; second; not entered; estimated at station",4.14.29.002
1106005026603,"planar; shear zone, horizontal; horizontal; second; not entered; estimated remotely",4.14.29.002
1106005026604,"planar; shear zone, horizontal; horizontal; second; not entered; calculated from data",4.14.29.002
1106005026605,"planar; shear zone, horizontal; horizontal; second; not entered; calculated from imagery",4.14.29.002
1106005026606,"planar; shear zone, horizontal; horizontal; second; not entered; acquired from historical data",4.14.29.001
1106005026666,"planar; shear zone, horizontal; horizontal; second; not entered; not entered",4.14.29.002
1106005029901,"planar; shear zone, horizontal; horizontal; second; not applicable; measured at station",4.14.29.001
1106005029902,"planar; shear zone, horizontal; horizontal; second; not applicable; estimated at station",4.14.29.002
1106005029903,"planar; shear zone, horizontal; horizontal; second; not applicable; estimated remotely",4.14.29.002
1106005029904,"planar; shear zone, horizontal; horizontal; second; not applicable; calculated from data",4.14.29.002
1106005029905,"planar; shear zone, horizontal; horizontal; second; not applicable; calculated from imagery",4.14.29.002
1106005029906,"planar; shear zone, horizontal; horizontal; second; not applicable; acquired from historical data",4.14.29.001
1106005029966,"planar; shear zone, horizontal; horizontal; second; not applicable; not entered",4.14.29.002
1106005036601,"planar; shear zone, horizontal; horizontal; third; not entered; measured at station",4.14.29.001
1106005036602,"planar; shear zone, horizontal; horizontal; third; not entered; estimated at station",4.14.29.002
1106005036603,"planar; shear zone, horizontal; horizontal; third; not entered; estimated remotely",4.14.29.002
1106005036604,"planar; shear zone, horizontal; horizontal; third; not entered; calculated from data",4.14.29.002
1106005036605,"planar; shear zone, horizontal; horizontal; third; not entered; calculated from imagery",4.14.29.002
1106005036606,"planar; shear zone, horizontal; horizontal; third; not entered; acquired from historical data",4.14.29.001
1106005036666,"planar; shear zone, horizontal; horizontal; third; not entered; not entered",4.14.29.002
1106005039901,"planar; shear zone, horizontal; horizontal; third; not applicable; measured at station",4.14.29.001
1106005039902,"planar; shear zone, horizontal; horizontal; third; not applicable; estimated at station",4.14.29.002
